"content_resource_id","chapter_number","section_number","zybook_id","parts"
650352,2,8,101,5
650363,2,9,101,4
650365,2,9,101,2
650379,2,10,101,4
650384,2,11,101,1
650395,2,11,101,1
650409,2,12,101,3
650411,2,12,101,2
650415,2,12,101,2
650422,2,12,101,3
650450,2,15,101,3
650461,2,16,101,2
650474,2,17,101,8
650480,2,17,101,3
651059,3,1,101,5
651061,3,1,101,3
651065,3,1,101,2
651069,3,1,101,3
651078,3,2,101,9
651083,3,2,101,2
651104,3,3,101,3
651106,3,3,101,1
651110,3,3,101,4
651112,3,3,101,5
651120,3,3,101,2
651135,3,4,101,6
651156,3,5,101,3
651165,3,5,101,5
651176,3,6,101,2
651191,3,7,101,1
651204,3,8,101,5
651210,3,8,101,3
651234,3,10,101,5
651424,4,2,101,3
651428,4,2,101,5
651434,4,2,101,5
651446,4,3,101,4
651450,4,3,101,4
651461,4,4,101,3
651470,4,4,101,4
651479,4,4,101,2
651490,4,5,101,5
651516,4,6,101,2
651518,4,6,101,2
651543,4,8,101,2
651567,4,10,101,4
689940,5,1,101,6
689957,5,2,101,5
689975,5,4,101,3
690003,5,5,101,2
690018,5,6,101,1
690050,5,9,101,4
690061,5,10,101,2
690084,5,12,101,7
690094,5,12,101,7
690103,5,13,101,7
690108,5,14,101,3
647759,6,1,101,5
647771,6,2,101,4
647778,6,2,101,2
647821,6,5,101,3
647825,6,5,101,3
647872,6,9,101,4
647923,6,13,101,3
647933,6,13,101,3
647970,6,18,101,3
681760,7,1,101,7
681774,7,2,101,2
681776,7,2,101,2
681781,7,3,101,3
667988,8,1,101,2
668006,8,2,101,4
668021,8,3,101,3
668030,8,4,101,5
668041,8,5,101,4
668052,8,6,101,3
668060,8,6,101,2
668069,8,7,101,2
668086,8,8,101,8
668099,8,9,101,2
650122,9,1,101,4
650127,9,2,101,3
650136,9,3,101,3
650142,9,3,101,3
650148,9,3,101,4
650159,9,4,101,2
650166,9,4,101,2
650174,9,4,101,3
650191,9,5,101,4
650208,9,6,101,3
650213,9,7,101,2
691868,10,2,101,3
691881,10,3,101,2
17205,1,2,105,2
21071,2,3,105,2
20944,3,1,105,4
20958,3,2,105,3
20969,3,3,105,4
20974,3,4,105,2
20980,3,4,105,3
20988,3,4,105,2
20998,3,4,105,4
25603,5,1,105,4
25620,5,2,105,3
25627,5,2,105,5
24094,6,1,105,3
24100,6,1,105,3
24106,6,1,105,2
42868,6,2,105,3
24181,6,4,105,2
24195,6,4,105,2
24222,6,5,105,3
23679,7,1,105,3
23683,7,1,105,2
23706,7,2,105,2
24260,8,1,105,5
24264,8,1,105,3
24284,8,1,105,1
24328,8,3,105,5
24335,8,3,105,4
24353,8,4,105,3
24362,8,4,105,3
24383,8,4,105,4
24396,8,5,105,3
24411,8,6,105,5
20506,9,2,105,3
20514,9,2,105,4
20521,9,3,105,3
20535,9,3,105,3
20603,9,6,105,2
22701,10,1,105,2
22710,10,1,105,1
22721,10,2,105,3
22729,10,2,105,2
22735,10,2,105,1
22739,10,2,105,2
22775,10,4,105,2
22793,10,4,105,3
22543,11,1,105,1
22581,11,3,105,3
22635,11,6,105,3
22641,11,6,105,5
22650,11,7,105,2
22658,11,7,105,2
22678,11,8,105,1
24592,12,1,105,6
24705,12,3,105,5
24722,12,4,105,3
24737,12,4,105,2
24743,12,4,105,2
24747,12,4,105,3
24774,12,5,105,4
24789,12,5,105,3
22985,13,1,105,3
22996,13,1,105,5
23008,13,2,105,3
23020,13,2,105,2
23035,13,3,105,6
23043,13,3,105,3
23093,13,5,105,4
23108,13,6,105,2
631707,1,3,108,2
631713,1,3,108,1
631717,1,3,108,2
631743,1,4,108,1
631845,1,11,108,2
631991,2,1,108,4
632011,2,2,108,8
632015,2,2,108,3
632017,2,2,108,4
632043,2,4,108,5
632051,2,4,108,4
632055,2,4,108,8
632063,2,4,108,4
632082,2,5,108,3
632086,2,5,108,5
632118,2,8,108,5
632129,2,9,108,4
632131,2,9,108,2
632144,2,10,108,4
632149,2,11,108,1
632160,2,11,108,1
632174,2,12,108,3
632176,2,12,108,1
632180,2,12,108,3
632187,2,12,108,3
632214,2,15,108,3
632225,2,16,108,2
632405,3,1,108,5
632407,3,1,108,3
632411,3,1,108,2
632415,3,1,108,3
632424,3,2,108,9
632429,3,2,108,2
632450,3,3,108,3
632452,3,3,108,1
632456,3,3,108,4
632458,3,3,108,5
632466,3,3,108,2
632481,3,4,108,6
632502,3,5,108,3
632511,3,5,108,5
632522,3,6,108,2
632535,3,7,108,1
632548,3,8,108,5
632552,3,8,108,7
632569,3,9,108,4
632589,3,11,108,5
632610,4,2,108,3
632614,4,2,108,5
632620,4,2,108,5
632632,4,3,108,4
632636,4,3,108,4
632647,4,4,108,3
632656,4,4,108,4
632665,4,4,108,2
632676,4,5,108,5
632702,4,6,108,2
632704,4,6,108,2
632729,4,8,108,2
632755,4,10,108,4
632778,5,1,108,6
632818,5,2,108,4
632834,5,4,108,2
632840,5,4,108,3
632929,5,7,108,6
632947,5,8,108,3
632970,5,9,108,1
633020,5,12,108,4
633031,5,13,108,2
633054,5,15,108,7
633064,5,15,108,7
633071,5,16,108,7
633076,6,1,108,5
633088,6,2,108,4
633095,6,2,108,2
633138,6,5,108,3
633142,6,5,108,3
633189,6,9,108,2
633207,6,10,108,3
633260,6,15,108,3
633270,6,15,108,3
633640,7,2,108,4
633646,7,2,108,11
633691,7,7,108,1
633715,7,9,108,2
633724,7,10,108,3
633748,7,12,108,6
633932,8,1,108,4
633936,8,1,108,3
633950,8,2,108,4
633967,8,3,108,4
633980,8,4,108,4
634020,8,9,108,3
634042,8,11,108,2
634087,9,4,108,4
634113,9,6,108,2
634116,9,7,108,3
634127,10,1,108,2
634179,11,2,108,3
634192,11,3,108,2
632795,14,1,108,5
632865,14,2,108,3
632905,14,3,108,2
633592,14,6,108,7
633604,14,7,108,2
633606,14,7,108,2
633611,14,8,108,3
633307,14,11,108,3
634470,15,3,108,2
634476,15,3,108,1
634480,15,3,108,2
634506,15,4,108,1
690885,15,11,108,2
690887,15,11,108,1
634619,16,1,108,4
634639,16,2,108,8
634643,16,2,108,3
634645,16,2,108,4
688885,16,4,108,5
688893,16,4,108,4
688897,16,4,108,8
688905,16,4,108,4
688924,16,5,108,3
688928,16,5,108,5
688961,16,8,108,5
688972,16,9,108,4
688974,16,9,108,2
688988,16,10,108,4
688993,16,11,108,1
689004,16,11,108,1
689017,16,12,108,3
689019,16,12,108,1
689023,16,12,108,3
689030,16,12,108,3
689061,16,15,108,2
689304,17,1,108,5
689306,17,1,108,3
689310,17,1,108,2
689314,17,1,108,3
689323,17,2,108,9
689347,17,3,108,3
689349,17,3,108,1
689353,17,3,108,4
689355,17,3,108,5
689363,17,3,108,2
689378,17,4,108,6
689399,17,5,108,3
689408,17,5,108,5
689417,17,6,108,2
689432,17,7,108,1
689445,17,8,108,4
689449,17,8,108,7
689466,17,9,108,3
689486,17,11,108,5
682824,18,2,108,3
682828,18,2,108,5
682834,18,2,108,4
682846,18,3,108,4
682850,18,3,108,4
682861,18,4,108,3
682870,18,4,108,4
682879,18,4,108,2
682890,18,5,108,5
682916,18,6,108,2
682918,18,6,108,2
682943,18,8,108,2
682967,18,10,108,3
689806,19,1,108,6
689825,19,2,108,5
689843,19,4,108,3
689869,19,5,108,2
689884,19,6,108,1
689916,19,9,108,4
689927,19,10,108,2
15571,19,11,108,2
667411,20,1,108,5
667423,20,2,108,4
667430,20,2,108,2
667473,20,5,108,3
667477,20,5,108,3
667557,20,13,108,3
667567,20,13,108,3
681389,21,2,108,4
681395,21,2,108,8
681397,21,2,108,2
681418,21,4,108,2
681448,21,7,108,2
681463,21,8,108,2
681484,21,10,108,3
681494,21,10,108,2
681500,21,10,108,2
681516,21,11,108,4
681524,21,12,108,3
681542,21,14,108,6
681561,21,16,108,3
15919,21,17,108,3
679296,22,1,108,2
687595,23,2,108,3
687610,23,3,108,3
687616,23,3,108,3
687622,23,3,108,4
687633,23,4,108,3
687655,23,6,108,2
16030,23,7,108,2
692282,24,1,108,2
691951,25,2,108,3
691964,25,3,108,2
637837,26,4,108,5
637880,28,1,108,4
637893,28,2,108,3
637904,28,3,108,5
637920,28,4,108,3
637929,28,5,108,2
637936,28,6,108,4
637954,28,8,108,4
62606,29,2,108,3
62617,29,3,108,3
62626,29,4,108,4
62831,30,4,108,3
62838,30,5,108,4
62845,30,6,108,2
62865,31,4,108,2
652483,1,5,110,1
652489,1,5,110,1
652493,1,5,110,1
652508,1,6,110,1
652514,1,6,110,2
654037,2,1,110,2
654050,2,2,110,8
654054,2,2,110,3
654070,2,3,110,2
654084,2,5,110,5
654089,2,5,110,1
654100,2,6,110,4
654108,2,6,110,4
654113,2,6,110,8
654115,2,6,110,4
654141,2,8,110,1
654153,2,8,110,2
657660,3,1,110,2
657667,3,1,110,3
657687,3,2,110,2
657693,3,2,110,2
657697,3,2,110,4
657706,3,2,110,3
657710,3,2,110,1
657720,3,3,110,1
657763,3,7,110,2
657765,3,7,110,3
657779,3,8,110,5
657788,3,9,110,2
664894,4,1,110,3
664905,4,1,110,2
664914,4,2,110,9
664919,4,2,110,7
664921,4,2,110,2
664925,4,2,110,2
664938,4,3,110,3
664950,4,3,110,2
664965,4,4,110,6
664990,4,5,110,4
665000,4,6,110,1
665015,4,7,110,3
673090,5,2,110,3
673094,5,2,110,4
673103,5,2,110,4
673113,5,3,110,4
673120,5,3,110,2
673132,5,4,110,2
673134,5,4,110,3
673143,5,4,110,4
673152,5,4,110,2
673167,5,5,110,3
673173,5,5,110,3
673187,5,6,110,4
673203,5,8,110,4
673224,5,10,110,2
673251,5,12,110,1
675989,6,1,110,4
676001,6,2,110,4
676008,6,2,110,2
676017,6,3,110,2
676045,6,6,110,4
676050,6,6,110,1
676128,6,13,110,2
676136,6,13,110,4
676143,6,13,110,3
676154,6,14,110,2
648677,7,1,110,2
648688,7,1,110,3
648692,7,1,110,2
648708,7,2,110,4
648754,7,4,110,2
648760,7,4,110,1
648767,7,5,110,3
677290,8,2,110,4
677297,8,3,110,3
677307,8,3,110,5
677327,8,5,110,4
677338,8,5,110,2
677355,8,6,110,3
677376,8,7,110,1
677396,8,8,110,5
677398,8,8,110,3
677404,8,8,110,2
677419,8,9,110,2
677428,8,10,110,2
677452,8,13,110,2
677464,8,14,110,3
678499,9,2,110,3
678508,9,3,110,3
678515,9,3,110,2
678543,9,6,110,2
678573,9,8,110,4
678586,9,9,110,2
649103,10,1,110,3
649113,10,1,110,3
649130,10,3,110,3
649159,10,6,110,4
649166,11,1,110,3
649186,11,2,110,3
649199,11,3,110,3
649215,11,4,110,4
649227,11,4,110,2
649232,11,5,110,2
649250,11,7,110,2
678896,12,1,110,2
678912,12,3,110,4
678939,12,6,110,3
649311,13,1,110,3
649322,13,2,110,3
649349,13,5,110,2
649362,13,6,110,2
649430,14,2,110,3
652483,1,5,112,1
652489,1,5,112,1
652493,1,5,112,1
652508,1,6,112,1
652514,1,6,112,2
654037,2,1,112,2
654050,2,2,112,8
654054,2,2,112,3
654070,2,3,112,2
654084,2,5,112,5
654089,2,5,112,1
654100,2,6,112,4
654108,2,6,112,4
654113,2,6,112,8
654115,2,6,112,4
654141,2,8,112,1
654153,2,8,112,2
657660,3,1,112,2
657667,3,1,112,3
657687,3,2,112,2
657693,3,2,112,2
657697,3,2,112,4
657706,3,2,112,3
657710,3,2,112,1
657720,3,3,112,1
657763,3,7,112,2
657765,3,7,112,3
657779,3,8,112,5
657788,3,9,112,2
664894,4,1,112,3
664905,4,1,112,2
664914,4,2,112,9
664919,4,2,112,7
664921,4,2,112,2
664925,4,2,112,2
664938,4,3,112,3
664950,4,3,112,2
664965,4,4,112,6
664990,4,5,112,4
665000,4,6,112,1
665015,4,7,112,3
673090,5,2,112,3
673094,5,2,112,4
673103,5,2,112,4
673113,5,3,112,4
673120,5,3,112,2
673132,5,4,112,2
673134,5,4,112,3
673143,5,4,112,4
673152,5,4,112,2
673167,5,5,112,3
673173,5,5,112,3
673187,5,6,112,4
673203,5,8,112,4
673224,5,10,112,2
673251,5,12,112,1
675989,6,1,112,4
676001,6,2,112,4
676008,6,2,112,2
676017,6,3,112,2
676045,6,6,112,4
676050,6,6,112,1
676128,6,13,112,2
676136,6,13,112,4
676143,6,13,112,3
676154,6,14,112,2
648677,7,1,112,2
648688,7,1,112,3
648692,7,1,112,2
648708,7,2,112,4
648754,7,4,112,2
648760,7,4,112,1
648767,7,5,112,3
677290,8,2,112,4
677297,8,3,112,3
677307,8,3,112,5
677327,8,5,112,4
677338,8,5,112,2
677355,8,6,112,3
677376,8,7,112,1
677396,8,8,112,5
677398,8,8,112,3
677404,8,8,112,2
677419,8,9,112,2
677428,8,10,112,2
677452,8,13,112,2
677464,8,14,112,3
678499,9,2,112,3
678508,9,3,112,3
678515,9,3,112,2
678543,9,6,112,2
678573,9,8,112,4
678586,9,9,112,2
649103,10,1,112,3
649113,10,1,112,3
649130,10,3,112,3
649159,10,6,112,4
649166,11,1,112,3
649186,11,2,112,3
649199,11,3,112,3
649215,11,4,112,4
649227,11,4,112,2
649232,11,5,112,2
649250,11,7,112,2
678896,12,1,112,2
678912,12,3,112,4
678939,12,6,112,3
649311,13,1,112,3
649322,13,2,112,3
649349,13,5,112,2
649362,13,6,112,2
649430,14,2,112,3
472750,1,4,136,4
472785,1,6,136,7
473002,2,1,136,7
473030,2,3,136,3
473034,2,3,136,3
473058,2,5,136,3
473062,2,5,136,3
473074,2,5,136,2
473087,2,6,136,2
473111,2,8,136,3
473120,2,9,136,2
473542,3,3,136,4
473550,3,3,136,2
473573,3,4,136,3
473596,3,5,136,3
473605,3,6,136,1
473611,3,6,136,1
473631,3,6,136,3
473648,3,7,136,5
473655,3,8,136,1
475718,4,2,136,5
475724,4,2,136,3
475739,4,3,136,9
475743,4,3,136,3
475764,4,4,136,11
475768,4,4,136,3
475775,4,5,136,4
475782,4,6,136,4
475788,4,6,136,3
475794,4,6,136,5
475801,4,7,136,2
475810,4,8,136,4
475816,4,8,136,2
475825,4,9,136,2
475829,4,9,136,4
475849,4,11,136,3
475874,5,1,136,7
475901,5,2,136,4
475907,5,2,136,4
475929,5,4,136,4
475949,5,5,136,2
475958,5,5,136,3
475988,5,6,136,1
475993,5,6,136,5
476003,5,7,136,3
476040,6,2,136,5
476050,6,3,136,8
476063,6,4,136,2
476070,6,5,136,3
476082,6,5,136,3
476089,6,5,136,1
476096,6,6,136,2
476102,6,6,136,4
476113,6,7,136,3
476139,6,9,136,2
476154,6,10,136,2
476161,6,10,136,1
476183,6,11,136,2
476185,6,11,136,3
476194,6,12,136,2
476209,6,13,136,1
476211,6,13,136,1
477085,7,1,136,3
477093,7,1,136,2
477098,7,2,136,7
477109,7,3,136,3
477120,7,4,136,3
477139,7,5,136,3
477141,7,5,136,4
477150,8,1,136,3
477156,8,1,136,4
477158,8,1,136,3
477163,8,2,136,6
477172,8,3,136,4
477180,8,3,136,4
477193,8,4,136,3
477202,8,5,136,3
476416,9,1,136,4
476439,9,2,136,3
476444,9,3,136,4
476463,9,4,136,4
476469,9,4,136,1
476477,9,4,136,10
476482,9,5,136,2
476525,9,7,136,7
476542,10,1,136,2
476547,10,1,136,1
476557,10,2,136,4
476616,10,5,136,3
476633,10,6,136,2
476637,10,6,136,2
476643,10,6,136,3
476647,10,6,136,2
476668,10,7,136,4
476677,10,8,136,3
476681,10,8,136,2
476708,11,1,136,5
476710,11,1,136,2
476723,11,2,136,4
476729,11,2,136,2
476744,11,3,136,1
476759,11,4,136,3
476770,11,5,136,3
476774,11,5,136,1
476783,11,6,136,6
476785,11,6,136,2
476800,11,7,136,4
476806,11,7,136,3
476808,11,7,136,1
476829,11,8,136,4
476833,11,8,136,3
476839,11,8,136,2
476854,11,9,136,4
476862,11,9,136,3
476877,11,10,136,4
476879,11,10,136,1
476886,11,10,136,2
476899,11,11,136,7
479184,12,1,136,2
479204,12,3,136,3
479212,12,3,136,3
479224,12,4,136,3
479235,12,6,136,3
479240,12,7,136,4
479245,12,8,136,4
479251,12,9,136,3
476917,13,1,136,3
476919,13,1,136,2
476929,13,1,136,5
476938,13,2,136,2
476957,13,2,136,2
477032,13,8,136,2
477040,13,8,136,3
477063,13,10,136,2
477068,13,10,136,7
477075,13,11,136,2
479926,14,4,136,5
479960,14,6,136,3
479979,14,7,136,5
480208,15,1,136,2
480220,15,1,136,2
480246,15,2,136,4
480308,15,5,136,5
480317,15,6,136,2
480326,15,7,136,2
480339,15,8,136,3
480353,15,9,136,4
480366,15,10,136,2
59897,1,1,145,3
59331,2,2,145,10
59344,2,3,145,7
59355,2,4,145,8
59371,2,4,145,2
59378,2,5,145,5
59386,2,5,145,5
59399,2,6,145,7
59416,2,7,145,5
59435,2,8,145,3
62325,3,2,145,6
62357,3,4,145,2
62388,3,5,145,7
48746,4,2,145,3
48757,4,2,145,3
48767,4,3,145,4
48782,4,4,145,4
48810,4,6,145,6
49033,5,1,145,5
49044,5,2,145,3
49113,5,7,145,7
49744,6,1,145,6
49748,6,2,145,6
49763,6,2,145,5
49795,6,4,145,5
49842,7,1,145,6
49881,8,1,145,4
49900,8,2,145,5
70010,8,3,145,4
50089,9,1,145,4
50102,9,2,145,3
50110,9,2,145,4
50479,10,2,145,3
50488,10,3,145,4
50509,10,4,145,5
50517,10,5,145,2
50538,10,6,145,8
50573,10,9,145,3
50994,14,3,145,4
51022,14,4,145,4
652117,1,5,150,1
652123,1,5,150,1
652127,1,5,150,1
652142,1,6,150,1
652148,1,6,150,2
645008,2,1,150,2
645021,2,2,150,8
645025,2,2,150,3
645041,2,3,150,2
645055,2,5,150,5
645060,2,5,150,1
645071,2,6,150,4
645079,2,6,150,4
645084,2,6,150,10
645086,2,6,150,2
645112,2,8,150,1
645124,2,8,150,2
657804,3,1,150,2
657811,3,1,150,3
657831,3,2,150,2
657837,3,2,150,2
657841,3,2,150,4
657850,3,2,150,3
657854,3,2,150,1
657864,3,3,150,1
657911,3,7,150,2
657913,3,7,150,3
657927,3,8,150,5
657936,3,9,150,2
664477,4,1,150,3
664488,4,1,150,2
664497,4,2,150,9
664502,4,2,150,7
664504,4,2,150,2
664508,4,2,150,2
664521,4,3,150,3
664533,4,3,150,2
664548,4,4,150,6
664573,4,5,150,4
664583,4,6,150,1
664598,4,7,150,3
673269,5,2,150,3
673273,5,2,150,4
673282,5,2,150,4
673292,5,3,150,4
673299,5,3,150,2
673311,5,4,150,2
673313,5,4,150,3
673322,5,4,150,4
673331,5,4,150,2
673348,5,5,150,3
673354,5,5,150,3
673368,5,6,150,4
673384,5,8,150,4
673405,5,10,150,2
673432,5,12,150,1
677069,6,1,150,4
677081,6,2,150,4
677088,6,2,150,2
677097,6,3,150,2
677125,6,6,150,4
677130,6,6,150,1
677208,6,13,150,2
677216,6,13,150,4
677223,6,13,150,3
677234,6,14,150,2
645795,7,1,150,2
645806,7,1,150,3
645810,7,1,150,2
645826,7,2,150,4
645872,7,4,150,2
645878,7,4,150,1
645885,7,5,150,3
646011,8,2,150,4
646020,8,3,150,3
646030,8,3,150,5
646050,8,5,150,4
646061,8,5,150,2
646078,8,6,150,3
646099,8,7,150,1
646119,8,8,150,5
646121,8,8,150,3
646127,8,8,150,2
646142,8,9,150,2
646151,8,10,150,2
646175,8,13,150,2
646185,8,14,150,3
678610,9,2,150,3
678619,9,3,150,3
678626,9,3,150,2
678654,9,6,150,2
678684,9,8,150,4
678697,9,9,150,2
646317,10,1,150,3
646327,10,1,150,3
646344,10,3,150,3
646373,10,6,150,4
646380,11,1,150,3
646400,11,2,150,3
646413,11,3,150,3
646427,11,4,150,4
646443,11,4,150,2
646448,11,5,150,2
646466,11,7,150,2
678831,12,1,150,2
678847,12,3,150,4
678858,12,4,150,5
678883,12,7,150,3
646536,13,1,150,3
646547,13,2,150,3
646574,13,5,150,2
646587,13,6,150,2
647081,14,2,150,3
631707,1,3,151,2
631713,1,3,151,1
631717,1,3,151,2
631743,1,4,151,1
631845,1,11,151,2
631991,2,1,151,4
632011,2,2,151,8
632015,2,2,151,3
632017,2,2,151,4
632043,2,4,151,5
632051,2,4,151,4
632055,2,4,151,8
632063,2,4,151,4
632082,2,5,151,3
632086,2,5,151,5
632118,2,8,151,5
632129,2,9,151,4
632131,2,9,151,2
632144,2,10,151,4
632149,2,11,151,1
632160,2,11,151,1
632174,2,12,151,3
632176,2,12,151,1
632180,2,12,151,3
632187,2,12,151,3
632214,2,15,151,3
632225,2,16,151,2
632405,3,1,151,5
632407,3,1,151,3
632411,3,1,151,2
632415,3,1,151,3
632424,3,2,151,9
632429,3,2,151,2
632450,3,3,151,3
632452,3,3,151,1
632456,3,3,151,4
632458,3,3,151,5
632466,3,3,151,2
632481,3,4,151,6
632502,3,5,151,3
632511,3,5,151,5
632522,3,6,151,2
632535,3,7,151,1
632548,3,8,151,5
632552,3,8,151,7
632569,3,9,151,4
632589,3,11,151,5
632610,4,2,151,3
632614,4,2,151,5
632620,4,2,151,5
632632,4,3,151,4
632636,4,3,151,4
632647,4,4,151,3
632656,4,4,151,4
632665,4,4,151,2
632676,4,5,151,5
632702,4,6,151,2
632704,4,6,151,2
632729,4,8,151,2
632755,4,10,151,4
632778,5,1,151,6
632818,5,2,151,4
632834,5,4,151,2
632840,5,4,151,3
632929,5,7,151,6
632947,5,8,151,3
632970,5,9,151,1
633020,5,12,151,4
633031,5,13,151,2
633054,5,15,151,7
633064,5,15,151,7
633071,5,16,151,7
633076,6,1,151,5
633088,6,2,151,4
633095,6,2,151,2
633138,6,5,151,3
633142,6,5,151,3
633189,6,9,151,2
633207,6,10,151,3
633260,6,15,151,3
633270,6,15,151,3
633640,7,2,151,4
633646,7,2,151,11
633691,7,7,151,1
633715,7,9,151,2
633724,7,10,151,3
633748,7,12,151,6
633932,8,1,151,4
633936,8,1,151,3
633950,8,2,151,4
633967,8,3,151,4
633980,8,4,151,4
634020,8,9,151,3
634042,8,11,151,2
634087,9,4,151,4
634113,9,6,151,2
634116,9,7,151,3
634127,10,1,151,2
634179,11,2,151,3
634192,11,3,151,2
632795,14,1,151,5
632865,14,2,151,3
632905,14,3,151,2
633592,14,6,151,7
633604,14,7,151,2
633606,14,7,151,2
633611,14,8,151,3
633307,14,11,151,3
631707,1,3,160,2
631713,1,3,160,1
631717,1,3,160,2
631743,1,4,160,1
631845,1,11,160,2
631991,2,1,160,4
632011,2,2,160,8
632015,2,2,160,3
632017,2,2,160,4
632043,2,4,160,5
632051,2,4,160,4
632055,2,4,160,8
632063,2,4,160,4
632082,2,5,160,3
632086,2,5,160,5
632118,2,8,160,5
632129,2,9,160,4
632131,2,9,160,2
632144,2,10,160,4
632149,2,11,160,1
632160,2,11,160,1
632174,2,12,160,3
632176,2,12,160,1
632180,2,12,160,3
632187,2,12,160,3
632214,2,15,160,3
632225,2,16,160,2
632405,3,1,160,5
632407,3,1,160,3
632411,3,1,160,2
632415,3,1,160,3
632424,3,2,160,9
632429,3,2,160,2
632450,3,3,160,3
632452,3,3,160,1
632456,3,3,160,4
632458,3,3,160,5
632466,3,3,160,2
632481,3,4,160,6
632502,3,5,160,3
632511,3,5,160,5
632522,3,6,160,2
632535,3,7,160,1
632548,3,8,160,5
632552,3,8,160,7
632569,3,9,160,4
632589,3,11,160,5
632610,4,2,160,3
632614,4,2,160,5
632620,4,2,160,5
632632,4,3,160,4
632636,4,3,160,4
632647,4,4,160,3
632656,4,4,160,4
632665,4,4,160,2
632676,4,5,160,5
632702,4,6,160,2
632704,4,6,160,2
632729,4,8,160,2
632755,4,10,160,4
632778,5,1,160,6
632818,5,2,160,4
632834,5,4,160,2
632840,5,4,160,3
632929,5,7,160,6
632947,5,8,160,3
632970,5,9,160,1
633020,5,12,160,4
633031,5,13,160,2
633054,5,15,160,7
633064,5,15,160,7
633071,5,16,160,7
633076,6,1,160,5
633088,6,2,160,4
633095,6,2,160,2
633138,6,5,160,3
633142,6,5,160,3
633189,6,9,160,2
633207,6,10,160,3
633260,6,15,160,3
